random,interested_only,topic
0.6637555117641329,0.7159432558852685,0.7304391049283286
0.6289923833775322,0.6866308772918687,0.6286623399699635
0.6369571151810989,0.7913261465935616,0.7814078113803824
0.6672430858873579,0.8093531679091035,0.780289794359815
0.6686596034702321,0.7666683103956144,0.7826497261753279
0.6600525863635966,0.7648788543120579,0.7344076068398112
0.6914964712368147,0.7687632387792023,0.7896653226708463
0.6659788563496075,0.6656406645991275,0.6563430979756508
0.7225454483893251,0.7861314113678124,0.7947171073863988
0.638228752565784,0.7837061885320256,0.7852291902179165
0.6833237699383676,0.7325932886648975,0.745082148239834
0.6969671497174965,0.7759689500077984,0.7865493347125628
0.7666094778433795,0.7946809550580776,0.7799487623346126
0.655558423274565,0.784181312773816,0.7476432726445262
0.6749078502584702,0.7554210665054515,0.7154097454103199
0.7164085399410124,0.7921509385262284,0.8023878244397122
0.692011205476184,0.7167731292068944,0.7747470004347032
0.6677703454630222,0.7242587472893846,0.7333392411409749
0.6700784551763642,0.7197225545701125,0.733558042955301
0.6455754764746191,0.7093568661397107,0.7249435863105333
0.6934814494347881,0.7537036156469263,0.7758731534032159
0.6856695506229453,0.7339148947394769,0.7581323074964949
0.6736052915335433,0.8071446237083657,0.7921652020098833
0.6701666749668485,0.6430059111392797,0.7572245411411538
0.6582827114062018,0.6474551220339976,0.64687104844182
0.7322884724306067,0.802761797662025,0.7995006135794309
0.6808806984812379,0.7347552228093317,0.734475219030853
0.645139708475763,0.6374627482482131,0.5591986283795101
0.6673215392319569,0.8124475165647878,0.8132681835604859
0.6687220871259687,0.7114444609370705,0.7185331240213241
0.6761193401821167,0.8023432818941867,0.8064191256618156
0.6292219463725651,0.7549296909272655,0.6610665396888127
0.6845294425827949,0.7371008839633235,0.7512397637450033
0.68857050028487,0.751433890916545,0.7299755874579479
0.7053072231376205,0.8024376941869713,0.7930899827187714
0.6668456330149558,0.7369409985383834,0.709863160144533
0.6906978402109871,0.7416117193338163,0.735255878883152
0.6910183524706817,0.7227369836652009,0.7635896838533267
0.6512156773905114,0.6870240218430366,0.7156764874242998
0.7309926485469886,0.7849984044222107,0.7947918198023511
0.6704322210616644,0.7662783489849994,0.7672526609838077
0.6853265618432465,0.7281170282300942,0.7077255339762476
0.6503696624883344,0.7267465701900185,0.7335878977425514
0.6811742718420855,0.790223701053917,0.7985820497365596
0.6511201389830137,0.7372973589606586,0.7719055196309023
0.6940146162133849,0.7498578409356743,0.7414306669551936
0.688528871953781,0.799950898319966,0.7966056783620186
0.6727939625476759,0.7469367829823959,0.7260100462369659
0.6845710322046967,0.7767419609756574,0.7389825062504699
0.7016945661559588,0.7782282227838557,0.7887726706021965
0.7089473614199755,0.8009793699363448,0.8290243574159541
0.6744508064166884,0.8004130152295604,0.799212725093964
0.7072753755948515,0.7734933652364535,0.759607359276398
0.7453620006743396,0.7965637558935923,0.7886655792836262
0.6652369597642044,0.8059425006191446,0.8232763505489471
0.6845282438113451,0.7233837431781969,0.7835681469485525
0.6610816812065387,0.7577967403349644,0.7230882339356244
0.6863652121522869,0.7270892003791044,0.7416381891328155
0.6609085078829906,0.7812206693415238,0.7838173049506352
0.7461815959563378,0.7888934004114014,0.7972579985893105
0.6942741722951395,0.7599241597233906,0.7660479792917483
0.6234844658901418,0.638932239199925,0.6166874295662353
0.6515653700130681,0.6825502287991878,0.68575032213236
0.6789129029231287,0.740926053967942,0.7409268908962774
0.6481858491760748,0.5830415776988189,0.5355971107338203
0.6426589593637164,0.6348091650151813,0.7142027189870886
0.6569741771092359,0.7703092113944778,0.7267459002984746
0.668473776041576,0.7823911894693012,0.7277058302594281
0.6975790231174166,0.7927568867337744,0.7902504175123115
0.678081638884857,0.7798493751830469,0.7915175301670901
0.6904466066512381,0.7468812490229626,0.7684831017016247
0.697222173553418,0.7302603588123886,0.6781900536041376
0.6425826782275069,0.7776922703730272,0.7399419151417448
0.653586079303184,0.7232703566942638,0.6828325619007721
0.6191740681657161,0.7591483029029291,0.7558426696251523
